id,bond_id,trade_price,weight,current_coupon,time_to_maturity,is_callable,reporting_delay,trade_size,trade_type,curve_based_price
863,4,114.812,0.53816322,4.875,7.329349803,0,2.624,14000,4,116.0160868
864,4,115.289,0.980999934,4.875,7.329169008,0,645.157,24000,2,116.1362979
865,4,117.738,3.542790756,4.875,7.326810852,0,3.973,25000,3,116.2995121
866,4,116.238,0.012991383,4.875,7.326810842,0,4.28,25000,4,116.2995121
867,4,116.238,0.043087541,4.875,7.326810518,0,14.495,25000,4,116.2995121
868,4,116.289,0.379873002,4.875,7.326783409,0,3.401,20000,4,116.3533324
869,4,117.789,0.025982765,4.875,7.32678331,0,6.539,20000,3,116.3533324
870,4,116.289,0.012991383,4.875,7.326783307,0,6.642,20000,4,116.3533324
871,4,116.68,0.603645118,4.875,7.32671485,0,-3.497,40000,3,116.6243663
872,4,116.58,0.018372589,4.875,7.326714804,0,2.937,40000,4,116.6243663
873,4,115.507,1.123210023,4.875,7.326477788,0,67.471,3000,2,116.6612092
874,4,114.35,0.880926866,4.875,7.326331993,0,35.284,50000,2,116.6372923
875,4,114.35,0.012991383,4.875,7.326331989,0,35.388,50000,4,116.6372923
876,4,115.525,3.251662864,4.875,7.324345494,0,-3.492,100000,2,116.43986
877,4,115.65,0.025982765,4.875,7.324345385,0,-0.069,100000,4,116.43986
878,4,116.335,1.38746506,4.875,7.323983704,0,4.912,20000,3,116.1959067
879,4,115.314,1.168502464,4.875,7.323727198,0,17.086,52000,2,116.3136406
880,4,115.867,6.302681919,4.875,7.316263877,0,19.36,150000,2,116.4409874
881,4,114.922,1.330840172,4.875,7.315931132,0,0.808,5000,2,116.2172545
882,4,115.5,0.012991383,4.875,7.315931129,0,0.911,5000,4,116.2172545
883,4,114.543,1.605631875,4.875,7.315446769,0,21.685,3000,2,116.0057481
884,4,114.002,3.377659531,4.875,7.313303336,0,45.991,3000,2,116.044186
885,4,114.002,0.012991383,4.875,7.313303334,0,46.071,3000,4,116.044186
886,4,114.002,0.012991383,4.875,7.313303333,0,46.075,3000,4,116.044186
887,4,116.326,1.240251851,4.875,7.313014336,0,-4.095,110000,3,115.9273957
888,4,116.226,0.063644517,4.875,7.313013576,0,25.868,110000,4,115.8757249
889,4,117.863,0.754619304,4.875,7.312906618,0,0.901,100000,3,116.040548
890,4,116.663,0.069960736,4.875,7.312905723,0,29.128,100000,4,116.040548
891,4,115.464,0.813596678,4.875,7.312781386,0,6.222,11000,2,116.0267191
892,4,115.464,0.012991383,4.875,7.312781376,0,6.526,11000,4,116.0267191
893,4,115.705,0.482958032,4.875,7.312737579,0,19.714,10000,2,115.9908447
894,4,115.043,0.842939528,4.875,7.312604103,0,6.006,17000,2,116.0763886
895,4,115.543,0.012991383,4.875,7.312604097,0,6.211,17000,4,116.0763886
896,4,115.413,3.117282178,4.875,7.310778378,0,1.056,3000,4,116.0267767
897,4,113.853,0.761964246,4.875,7.310669306,0,12.752,35000,2,115.8020005
898,4,116.185,1.76864207,4.875,7.310081609,0,37.366,4000,2,115.8667779
899,4,115.666,5.320046505,4.875,7.304764062,0,317.534,21000,2,115.5603205
900,4,115.625,6.506114997,4.875,7.296811176,0,58.741,5000,4,114.7429917
901,4,116.75,0.516723974,4.875,7.296761037,0,9.923,10000,3,114.7816695
902,4,115.625,0.201261633,4.875,7.296753458,0,245.936,10000,4,114.7816695
903,4,115.925,0.107129685,4.875,7.296751331,0,1.012,5000,3,114.7816695
904,4,115.203,0.58244296,4.875,7.296687597,0,1.949,5000,4,114.8296499
905,4,115,0.058099229,4.875,7.296686992,0,7.015,5000,2,114.8296499
906,4,115.675,0.290205504,4.875,7.296671193,0,37.245,500000,4,114.8296499
907,4,115.963,0.59732111,4.875,7.296604167,0,6.991,1570000,3,115.1999466
908,4,115.875,0.062304482,4.875,7.296603466,0,1.103,450000,3,115.1999466
909,4,115.875,0.062304482,4.875,7.296602748,0,0.731,50000,3,115.1999466
910,4,115.646,1.221189961,4.875,7.296322562,0,31.68,25000,2,115.3337547
911,4,116.431,0.671039808,4.875,7.296237982,0,44.99,20000,3,115.2925585
912,4,115.4357,3.644215962,4.875,7.29374289,0,1.225,500000,4,115.2294718
913,4,115.467,0.257544125,4.875,7.293730454,0,214.388,500000,4,115.3452428
914,4,115.467,0.316360839,4.875,7.293711659,0,807.116,500000,4,115.3917603
915,4,115.18,0.832462817,4.875,7.293581478,0,1.518,250000,4,115.218486
916,4,114.472,0.038974148,4.875,7.293581197,0,1.385,250000,2,115.218486
917,4,115.166,0.123247077,4.875,7.293578368,0,52.6,3000,2,115.218486
918,4,114.719,3.432037077,4.875,7.291365345,0,29.485,12000,2,115.0982101
919,4,114.976,1.298943371,4.875,7.291048356,0,310.058,4000,2,115.3603643
920,4,114.976,0.012991383,4.875,7.291048352,0,310.162,4000,4,115.3603643
921,4,114.636,1.099826232,4.875,7.290821106,0,113.609,10000,2,115.1744277
922,4,115.04,3.655106494,4.875,7.288311084,0,-4.353,15000,3,115.0949423
923,4,114.94,0.018372589,4.875,7.288311046,0,2.859,15000,4,115.0949423
924,4,114.318,1.067588155,4.875,7.288096911,0,276.825,6000,2,115.0646633
925,4,115.039,3.844768886,4.875,7.285319623,0,108.371,160000,2,115.1701758
926,4,114.785,6.266184337,4.875,7.27794247,0,0.276,35000,4,115.1397461
927,4,114.785,0.179073851,4.875,7.277936454,0,223.001,35000,4,115.1397461
928,4,114.875,3.887355117,4.875,7.275097307,0,2.311,5000,4,115.1263038
929,4,114.875,0.012991383,4.875,7.275097304,0,2.414,5000,2,115.1263038
930,4,115.351,1.691126747,4.875,7.274560002,0,1.783,250000,3,114.8419994
931,4,114.836,0.996956362,4.875,7.274373279,0,177.284,10000,2,114.740019
932,4,114.715,0.253581671,4.875,7.274361224,0,19.455,50000,2,114.7434516
933,4,115.063,3.330282069,4.875,7.2722775,0,1.76,300000,2,114.8158829
934,4,114.992,1.209803973,4.875,7.272002513,0,0.749,475000,2,114.9089129
935,4,115.256,0.55862945,4.875,7.271943888,0,28.556,30000,3,114.9677682
936,4,115.292,1.355157512,4.875,7.271598859,0,165.378,17000,2,115.2107241
937,4,115.464,0.445890292,4.875,7.271561529,0,4.624,800000,3,115.1691808
938,4,115.752,3.555036708,4.875,7.269187066,0,17.671,4000,3,115.5387338
939,4,117.675,0.871488436,4.875,7.269044404,0,5.678,25000,3,115.5329792
940,4,115.983,0.738797436,4.875,7.26894186,0,1.5,700000,3,115.6335685
941,4,116.961,0.375178893,4.875,7.268915444,0,3.565,50000,3,115.6503714
942,4,115.961,0.012991383,4.875,7.26891544,0,3.669,50000,4,115.6503714
943,4,115.616,0.238490082,4.875,7.268904783,0,119.767,20000,2,115.6295682
944,4,115.701,0.602385628,4.875,7.268836635,0,79.894,15000,4,115.6741329
945,4,116.346,3.20689851,4.875,7.266904434,0,61.764,5000000,4,115.4040537
946,4,116.623,0.213865148,4.875,7.266895852,0,329.399,5000000,3,115.4040537
947,4,116.506,0.434386454,4.875,7.266860418,0,18.866,34000,4,115.5607556
948,4,115.409,0.792793732,4.875,7.26674235,0,6.25,150000,2,115.433842
949,4,115.24914,6.81779043,4.875,7.258009227,0,-3.987,7000,2,115.278214
950,4,115.392,0.036745179,4.875,7.258008987,0,3.595,7000,4,115.278214
951,4,115.28,0.758523207,4.875,7.257900907,0,6.999,14000,4,115.2027901
952,4,115,0.680530235,4.875,7.257813917,0,255.329,14000,2,115.2884304
953,4,117.726,3.27393151,4.875,7.255800095,0,28.19,50000,3,115.1619352
954,4,115.913,0.046841096,4.875,7.255799708,0,13.42,50000,4,115.1619352
955,4,115.442,0.604901986,4.875,7.255730985,0,12.642,10000,4,115.2818546
956,4,115.442,0.012991383,4.875,7.255730972,0,13.056,10000,2,115.2818546
957,4,115.9744,0.965916064,4.875,7.255555693,0,28.66,110000,4,115.3420956
958,4,116.009,0.349079199,4.875,7.25553281,0,37.313,110000,3,115.5300467
959,4,115.89,0.812974106,4.875,7.25540865,0,0.823,14000,4,115.8108316
960,4,115.779,0.941315096,4.875,7.255242196,0,40.102,5000,2,115.9253951
961,4,116.36,3.842024308,4.875,7.252468871,0,0.697,100000,4,116.0769671
962,4,116.36,0.022501735,4.875,7.252468803,0,0.817,100000,2,116.0769671
963,4,116.31,0.414911486,4.875,7.25243647,0,52.479,58000,2,116.101414
964,4,116.8315,3.367776325,4.875,7.250305542,0,22.421,25000,4,115.9026107
965,4,116.8315,0.050315408,4.875,7.250305076,0,2.11,25000,3,115.9026107
966,4,116.992,1.067509107,4.875,7.250090972,0,1.096,100000,3,116.079114
967,4,116.928,0.431071223,4.875,7.250056063,0,2.009,740000,4,116.0301365
968,4,117.028,0.262413065,4.875,7.250043125,0,31.997,740000,3,116.0301365
969,4,116.037,1.198380224,4.875,7.249773314,0,195.778,4000,2,115.9664762
970,4,117.006,0.60685194,4.875,7.249704131,0,8.54,20000,3,115.9907774
971,4,117.413,3.261018173,4.875,7.247706166,0,1.339,6000,3,116.0037536
972,4,117.437,1.427161175,4.875,7.247323508,0,37.837,5000,3,116.2222504
973,4,116.536,1.274149342,4.875,7.247018497,0,268.688,8000,2,116.3003341
974,4,119.129,6.320731524,4.875,7.239512359,0,18.242,14000,3,116.1381493
975,4,117.292,0.018372589,4.875,7.239512299,0,2.153,14000,4,116.1381493
976,4,116.6715,0.56043927,4.875,7.2394533,0,19.716,20000,2,116.2031725
977,4,116.984,0.034371967,4.875,7.239453102,0,18.962,20000,4,116.2031725
978,4,117.014,0.022501735,4.875,7.23945301,0,21.889,20000,4,116.2031725
979,4,117.971,1.07153314,4.875,7.239237289,0,1.851,175000,3,116.3803992
980,4,117.606,0.816702415,4.875,7.239111988,0,31.358,5000,3,116.4369411
981,4,116.762,1.327856577,4.875,7.238780744,0,85.454,4000,2,116.5022307
982,4,117.988,0.448155626,4.875,7.238743034,0,23.683,5000,4,116.5455742
983,4,118.147,0.125284356,4.875,7.238740086,0,0.641,50000,4,116.5455742
984,4,117.569,0.268453648,4.875,7.238726555,0,1.364,200000,3,116.556316
985,4,116.0625,0.295678844,4.875,7.238710141,0,41.995,8000,2,116.5789496
986,4,117,0.012991383,4.875,7.238710138,0,42.097,8000,4,116.5789496
987,4,117.13,3.307601918,4.875,7.236654694,0,73.576,5000,2,116.1586879
988,4,117.13,0.012991383,4.875,7.236654691,0,73.68,5000,4,116.1586879
989,4,116.648,1.23527487,4.875,7.236368006,0,182.554,11000,3,116.0831589
990,4,115.994,3.734881273,4.875,7.233747208,0,-3.948,50000,2,115.981383
991,4,116.132,0.041082359,4.875,7.233746914,0,5.307,50000,4,115.981383
992,4,116.95,1.449048817,4.875,7.233352414,0,-3.733,5000,3,115.8172512
993,4,116.75,0.056628124,4.875,7.23335182,0,29,5000,4,115.8874638
994,4,116.257,0.85870975,4.875,7.233213294,0,5.553,4000,2,115.81373
995,4,116.471,0.702856609,4.875,7.2331205,0,0.925,4000,4,115.8528501
996,4,116.648,3.534730548,4.875,7.230773065,0,40.61,5000,4,115.9095388
997,4,116.648,0.012991383,4.875,7.230773065,0,40.611,5000,2,115.9095388
998,4,116.01,0.433997741,4.875,7.230737702,0,13.845,500000,2,115.9715398
999,4,115.274,1.205891453,4.875,7.230464518,0,-4.039,5000,2,116.1065559
1000,4,115.974,0.018372589,4.875,7.230464479,0,-2.815,5000,4,116.1065559
1001,4,114.898,0.260800185,4.875,7.230451717,0,34.658,5000,2,116.1207338
1002,4,114.898,0.012991383,4.875,7.230451714,0,34.762,5000,4,116.1207338
1003,4,116.728,0.172839103,4.875,7.230446124,0,-3.968,15000,3,116.1207338
1004,4,116.628,0.012991383,4.875,7.230446108,0,1.541,15000,4,116.1207338
1005,4,116.337,0.359323887,4.875,7.230421868,0,7.986,56000,2,116.1299607
1006,4,116.522,0.226139635,4.875,7.230412289,0,1.067,56000,4,116.1299607
1007,4,115.552,3.286871137,4.875,7.228382544,0,2.081,2000,2,115.6732618
1008,4,116.052,0.012991383,4.875,7.228382541,0,2.183,2000,4,115.6732618
1009,4,116.052,0.018372589,4.875,7.228382506,0,3.295,2000,4,115.6732618
1010,4,116.807,0.727865324,4.875,7.228283,0,6.327,250000,3,115.5382853
1011,4,116.807,0.012991383,4.875,7.228282993,0,6.531,250000,4,115.5382853
1012,4,116.807,0.055117768,4.875,7.228282433,0,24.194,250000,4,115.5382853
1013,4,115.914,0.832158647,4.875,7.22815235,0,0.503,10000,4,115.5429887
1014,4,114.914,0.556510555,4.875,7.22809417,0,1.255,10000,2,115.6022508
1015,4,115.786,0.730988975,4.875,7.227993793,0,11.737,45000,2,115.6532883
1016,4,116.189,7.479686265,4.875,7.217482667,0,1.608,20000,4,115.884234
1017,4,116.189,0.012991383,4.875,7.217482642,0,2.415,20000,4,115.884234
1018,4,117.689,0.012991383,4.875,7.217482642,0,2.415,20000,3,115.884234
1019,4,116.375,1.300306955,4.875,7.217164992,0,1.814,45000,4,116.0181202
1020,4,115.875,0.912731307,4.875,7.217008493,0,20.163,45000,2,116.1949058
1021,4,115.875,0.012991383,4.875,7.21700849,0,20.267,45000,4,116.1949058
1022,4,115.774,1.050696889,4.875,7.216801081,0,2.121,10000,2,116.180748
1023,4,116.122,0.382088024,4.875,7.216773663,0,0.769,10000,4,116.222298
1024,4,116.455,3.258325769,4.875,7.214779017,0,2.922,5000,3,116.4605365
1025,4,116.79,1.435533077,4.875,7.214391867,0,23.08,37000,3,116.7383445
1026,4,116.647,1.163726253,4.875,7.214137452,0,2.31,25000,2,116.810131
1027,4,116.694,0.197024072,4.875,7.214130188,0,13.388,25000,4,116.7674579
1028,4,116.115,3.817079555,4.875,7.211392774,0,159.47,10000,2,116.9040112
1029,4,116.65,3.512337465,4.875,7.209075003,0,190.698,20000,4,117.2703738
1030,4,116.65,0.012991383,4.875,7.209074978,0,311.509,50000,4,117.2703738
1031,4,116.65,0.038974148,4.875,7.209074695,0,320.432,20000,4,117.2703738
1032,4,116.53335,0.012991383,4.875,7.209074682,0,320.839,20000,2,117.2703738
1033,4,116.65,0.012991383,4.875,7.209074665,0,141.349,50000,4,117.2703738
1034,4,116.53335,0.012991383,4.875,7.209074649,0,141.855,50000,2,117.2703738
1035,4,117.034,0.300210585,4.875,7.209057741,0,1.082,78000,4,117.2703738
1036,4,117.127,0.395544399,4.875,7.209028347,0,462.042,15000,4,117.2822092
1037,4,117.127,0.012991383,4.875,7.209028347,0,462.043,15000,2,117.2822092
1038,4,116.5,7.59639366,4.875,7.198186669,0,18.201,25000,4,116.8829106
1039,4,116.35,0.022501735,4.875,7.198186592,0,20.631,25000,2,116.8829106
1040,4,116.84,1.093902184,4.875,7.197961795,0,1.827,57000,3,117.0108799
1041,4,116.821,0.101465941,4.875,7.197959862,0,1.806,57000,4,117.0108799
1042,4,115.25,0.778182731,4.875,7.1978461,0,1.395,20000,2,117.0877275
1043,4,117.308,0.27497574,4.875,7.197831911,0,8.848,25000,3,117.0877275
1044,4,116.808,0.012991383,4.875,7.197831892,0,9.465,25000,4,117.0877275
1045,4,116.647,0.590786604,4.875,7.197766321,0,121.312,25000,2,116.9190731
1046,4,116.727,0.029049615,4.875,7.197766182,0,69.669,25000,4,116.9190731
1047,4,116.867,0.175744166,4.875,7.197760392,0,235.288,25000,3,116.9190731
1048,4,116.21,0.653971281,4.875,7.197680059,0,23.672,2000,2,116.8562776
1049,4,116.623,3.615060836,4.875,7.195224718,0,1.29,25000,3,116.7396787
1050,4,116.009,1.327793024,4.875,7.1948935,0,2.597,12000,2,116.8655306
1051,4,116.214,0.536907295,4.875,7.19483934,0,1.56,12000,4,116.8488047
1052,4,116.725,3.421472429,4.875,7.192639923,0,2.373,60000,4,116.8520686
1053,4,116.725,0.150946225,4.875,7.192635661,0,23.793,60000,3,116.6890495
1054,4,116.73,0.682882234,4.875,7.192548068,0,2.128,8000,4,116.7307715
1055,4,116.742,0.238843662,4.875,7.192537353,0,19.023,8000,3,116.6751028
1056,4,117.139,0.680778197,4.875,7.19245028,0,20.955,2300000,4,116.6427573
1057,4,118.316,0.077948295,4.875,7.192449167,0,4.076,25000,3,116.6427573
1058,4,116.816,0.012991383,4.875,7.192449157,0,4.384,25000,4,116.6427573
1059,4,116.816,0.012991383,4.875,7.192449141,0,4.897,25000,4,116.6427573
1060,4,117.284,0.479978404,4.875,7.192405875,0,28.316,1000000,3,116.7290462
1061,4,117.284,0.012991383,4.875,7.192405875,0,28.318,300000,3,116.7290462
1062,4,117.284,0.012991383,4.875,7.192405875,0,27.32,150000,3,116.7290462
1063,4,117.284,0.012991383,4.875,7.192405875,0,26.32,100000,3,116.7290462
1064,4,117.284,0.012991383,4.875,7.192405875,0,26.32,500000,3,116.7290462
1065,4,117.284,0.012991383,4.875,7.192405872,0,25.421,150000,3,116.7290462
1066,4,117.284,0.071156733,4.875,7.192404923,0,55.361,100000,3,116.7290462
1067,4,116.046,1.005804886,4.875,7.192214881,0,163.528,3000,2,116.7722064
1068,4,117.523,0.620193963,4.875,7.192142615,0,50.509,25000,3,116.7646984
1069,4,117.523,0.012991383,4.875,7.192142611,0,50.613,25000,3,116.7646984
1070,4,117.523,0.012991383,4.875,7.192142608,0,50.719,50000,4,116.7646984
1071,4,117.523,0.254578067,4.875,7.192130445,0,386.285,50000,4,116.7908229
1072,4,116.851,3.769090932,4.875,7.189461416,0,26.783,4000,2,117.1418382
1073,4,117.516,0.579100987,4.875,7.18939841,0,4.743,35000,3,117.0326962
1074,4,117.051,6.388670059,4.875,7.181730051,0,4.103,14000,2,117.2818371
1075,4,117.051,0.012991383,4.875,7.181730048,0,4.206,14000,4,117.2818371
1076,4,117.104,1.013077975,4.875,7.181537236,0,104.714,2000,2,117.2337916
1077,4,117.104,0.012991383,4.875,7.181537233,0,104.818,2000,4,117.2337916
1078,4,117.793,0.452279269,4.875,7.181498806,0,5.646,10000,4,117.2342917
1079,4,117.793,0.063644517,4.875,7.181498064,0,24.046,10000,3,117.2342917
1080,4,116.857,1.118617637,4.875,7.18126297,0,57.989,25000,4,117.0766384
1081,4,116.707,0.012991383,4.875,7.181262966,0,58.093,25000,2,117.0766384
1082,4,117.605,0.29795333,4.875,7.181246303,0,6.575,93000,4,117.0273321
1083,4,117.605,0.107129685,4.875,7.18124415,0,1.477,93000,3,117.0273321
1084,4,116.742,3.698165396,4.875,7.178674627,0,-4.047,10000,2,116.9883585
1085,4,116.862,0.031822258,4.875,7.17867444,0,1.854,10000,4,116.9883585
1086,4,116.745,0.911065569,4.875,7.178518517,0,9.052,5000,4,116.9661676
1087,4,116.745,0.012991383,4.875,7.178518514,0,9.156,5000,4,116.9661676
1088,4,116.585,0.012991383,4.875,7.178518514,0,9.156,5000,2,116.9661676
1089,4,116.256,0.187364384,4.875,7.178511947,0,7.229,10000,2,116.9661676
1090,4,116.557,0.564191081,4.875,7.178452173,0,11.276,5000,2,116.9975502
1091,4,116.717,0.012991383,4.875,7.178452169,0,11.385,5000,4,116.9975502
1092,4,116.717,0.012991383,4.875,7.178452167,0,11.468,5000,4,116.9975502
1093,4,116.76,0.551177682,4.875,7.178395092,0,272.368,5000,2,117.0287467
1094,4,116.693,0.19093355,4.875,7.17838825,0,7.14,10000,2,117.0287467
1095,4,116.793,0.012991383,4.875,7.178388247,0,7.253,10000,4,117.0287467
1096,4,116.793,0.012991383,4.875,7.178388243,0,7.357,10000,4,117.0287467
1097,4,116.657,0.098939422,4.875,7.178386425,0,33.692,3000,4,117.0057569
1098,4,115.83,3.364943638,4.875,7.176259081,0,1.62,10000,2,117.1741399
1099,4,117.24,1.686529656,4.875,7.175724681,0,58.45,25000,2,117.4324062
1100,4,117.399,0.378537768,4.875,7.175697787,0,2.585,4000000,2,117.4043393
1101,4,117.11,3.440509588,4.875,7.17347384,0,19.995,10000,4,117.3918952
1102,4,117.11,0.012991383,4.875,7.173473836,0,20.099,10000,2,117.3918952
1103,4,117.5349,0.73110441,4.875,7.173373418,0,13.898,15000,4,117.3175742
1104,4,117.378,0.366992186,4.875,7.173348144,0,29.921,7000,3,117.2999132
1105,4,117.963,1.216204361,4.875,7.17307025,0,0.585,5000,4,117.1610181
1106,4,118.213,0.034371967,4.875,7.173070032,0,8.486,5000,3,117.1610181
1107,4,117.963,0.012991383,4.875,7.173070032,0,8.486,5000,4,117.1610181
1108,4,117.112,0.553621941,4.875,7.173012456,0,45.198,5000,2,117.2610982
1109,4,117.3,3.195272732,4.875,7.171094255,0,1.587,10000,4,117.2406023
1110,4,117.3,0.083185437,4.875,7.171092984,0,61.644,10000,4,117.2406023
1111,4,118.054,1.713582566,4.875,7.170541298,0,3.637,50000,3,117.6364642
1112,4,118.236,0.744146575,4.875,7.170437277,0,2.045,22000,3,117.6380911
1113,4,118.058,0.12117555,4.875,7.170434541,0,6.302,22000,4,117.6380911
1114,4,117.387,0.923302595,4.875,7.17027438,0,102.14,10000,2,117.4879383
1115,4,117.869,0.488862808,4.875,7.170229488,0,0.856,70000,4,117.4655494
1116,4,119.125,0.510810854,4.875,7.170180473,0,147.599,25000,3,117.4402902
1117,4,119.125,0.143494511,4.875,7.170176623,0,269.004,25000,3,117.4402902
1118,4,119.125,0.077948295,4.875,7.17017549,0,304.742,20000,3,117.4402902
1119,4,117.975,7.392838679,4.875,7.159907058,0,6.028,70000,3,117.6130734
1120,4,118.076,0.379873002,4.875,7.159879949,0,2.923,850000,3,117.6815921
1121,4,117.8888,0.135010408,4.875,7.159876551,0,1.084,850000,4,117.6815921
1122,4,117.9188,0.063644517,4.875,7.159875801,0,24.743,850000,4,117.6815921
1123,4,117.584,0.568512163,4.875,7.15981508,0,0.633,100000,4,117.8112839
1124,4,116.9,0.166370873,4.875,7.159809894,0,84.171,100000,2,117.8112839
1125,4,117.644,1.594291966,4.875,7.159332364,0,33.573,5000,4,117.8524729
1126,4,117.644,0.012991383,4.875,7.159332357,0,33.781,5000,2,117.8524729
1127,4,117.622,0.581282714,4.875,7.159268891,0,1.245,8000,4,117.8282054
1128,4,117.25,0.309074793,4.875,7.159250968,0,21.479,8000,2,117.798247
1129,4,117.924,0.614452568,4.875,7.159180041,0,1.225,2653000,3,117.7598926
1130,4,119.294,3.262958431,4.875,7.157179713,0,15.56,6000,3,117.6753075
1131,4,118.645,1.308265121,4.875,7.156858159,0,3.108,5000,3,117.5336031
1132,4,118.145,0.012991383,4.875,7.156858149,0,3.416,5000,4,117.5336031
1133,4,117.297,1.166623261,4.875,7.156602472,0,67.44,7000,2,117.4881196
1134,4,117.349,3.198704224,4.875,7.154680153,0,40720.707,500000,2,117.3781917
1135,4,117.349,0.012991383,4.875,7.15468014,0,40721.12,500000,2,117.3781917
1136,4,116.795,1.390866906,4.875,7.154316682,0,9.11,4000,4,117.1758117
1137,4,116.795,0.012991383,4.875,7.154316682,0,9.111,4000,2,117.1758117
1138,4,117.392,1.502794708,4.875,7.153892383,0,1.802,625000,3,117.1381347
1139,4,116.702,0.515252056,4.875,7.153842511,0,208.572,22000,2,117.1607038
1140,4,116.796,3.363012033,4.875,7.151717627,0,1.929,50000,2,116.9151056
1141,4,116.162,0.897628388,4.875,7.151566259,0,2.445,10000,2,116.9843937
1142,4,117.573,0.31769177,4.875,7.151547298,0,7.411,15000,3,116.9852299
1143,4,117.199,0.6984001,4.875,7.151455683,0,114.572,57000,3,116.9326197
1144,4,116.6,1.290796993,4.875,7.151142666,0,0.888,40000,4,116.8571386
1145,4,116.6,0.012991383,4.875,7.151142663,0,0.991,40000,2,116.8571386
1146,4,116.6596,0.121869971,4.875,7.151139898,0,23.192,34000,4,116.8448249
1147,4,116.6296,0.050315408,4.875,7.15113945,0,37.311,34000,4,116.8448249
1148,4,117.343,0.226884742,4.875,7.151129794,0,1.812,500000,3,116.8448249
1149,4,116.703,0.21893467,4.875,7.15112081,0,8.137,5000,2,116.7634954
1150,4,117.033,0.257544125,4.875,7.151108369,0,26.474,850000,3,116.7634954
1151,4,116.402,0.538320005,4.875,7.151053942,0,0.878,5000,4,116.7849485
1152,4,116.66,0.239549258,4.875,7.151043192,0,1.893,10000,4,116.7802798
1153,4,116.66,0.115469934,4.875,7.151040715,0,80.008,10000,2,116.7802798
1154,4,115.097,6.311766654,4.875,7.14355585,0,262502.699,10000,3,116.6894899
1155,4,116.604,0.257544125,4.875,7.143543401,0,262895.309,10000,3,116.6077987
1156,4,116.95,1.260231073,4.875,7.143245036,0,1.552,51000,4,116.6636914
1157,4,117.207,0.080084261,4.875,7.143243858,0,60.688,9000,3,116.6636914
1158,4,116.747,0.931854402,4.875,7.143080732,0,46.022,1700000,3,116.4719227
1159,4,116.411,1.028372766,4.875,7.142882044,0,99.857,14000,2,116.5728592
1160,4,117.086,3.546885369,4.875,7.140518432,0,56.719,7000,3,116.5011433
1161,4,115.049,0.719938303,4.875,7.140421065,0,41.286,20000,2,116.4853468
1162,4,116.448,1.274679078,4.875,7.140115811,0,24.795,14000,2,116.5929984
1163,14,127.5,0.012991383,10.75,4.362250584,0,16.587,25000,2,131.0669979
1164,14,131.055,12.00270875,10.75,4.335183519,0,0.55,25000,3,130.9692217
1165,14,131.5,0.753724145,10.75,4.335076806,0,0.848,52000,4,130.9538129
1166,14,132,1.595403137,10.75,4.334598596,0,233.683,52000,3,130.821502
1167,14,124.5,16.18970749,10.75,4.285353778,0,1.262,5000,2,128.7582576
1168,14,125,0.012991383,10.75,4.285353775,0,1.366,5000,4,128.7582576
1169,14,136.5,13.69398952,10.75,4.250121364,0,52.667,1000000,3,129.339362
1170,14,130.053,19.16201183,10.75,4.181134776,0,22.701,100000,2,129.6342675
1171,14,133.612,10.77797857,10.75,4.159309652,0,165.804,25000,4,130.2117873
1172,14,133.21,0.21068482,10.75,4.159301315,0,13.722,25000,4,130.2024175
1173,14,133.21,0.012991383,10.75,4.159301312,0,13.826,25000,2,130.2024175
1174,15,133.94,4.057493925,6.875,17.24987005,0,1.128,500000,2,133.8214619
1175,15,135.653,10.81409115,6.875,17.2278984,0,2.021,5000000,3,134.0858974
1176,15,134.426,19.04486171,6.875,17.15975274,0,0.604,900000,3,140.6450515
1177,15,139,3.866175207,6.875,17.15694445,0,0.79,500000,3,139.6272173
1178,15,134.34,8.503403244,6.875,17.14335919,0,1.446,2500000,4,135.7292911
1179,15,134.937,0.090006939,6.875,17.14335769,0,16.87,2500000,3,135.7292911
1180,15,134.403,0.331725739,6.875,17.14333704,0,110.017,2500000,4,134.2988639
1181,15,135.84,1.462266531,6.875,17.14293534,0,1.151,1580000,3,134.6438368
1182,15,135.613,0.298801799,6.875,17.14291857,0,105.848,1580000,4,134.6133733
1183,15,134.694,3.357461903,6.875,17.14080068,0,31.64,1000000,2,132.512821
1184,15,135.233,0.373149055,6.875,17.14077455,0,26.669,1000000,3,132.8325115
1185,15,134.694,1.998436134,6.875,17.14002422,0,553.336,4000000,2,135.1124673
1186,15,135.188,0.125956127,6.875,17.14002124,0,488.301,4000000,3,135.1124673
1187,15,133.19,9.358115885,6.875,17.12356772,0,2.314,534000,2,133.4465221
1188,15,133.884,5.3254211,6.875,17.11823943,0,1.459,534000,3,133.0815242
1189,15,133.798,8.278120793,6.875,17.10536448,0,260642.819,1500000,2,132.9624874
1190,15,135.227,5.535015093,6.875,17.09960849,0,646.73,2000000,3,134.4291209
1191,15,134.607,9.547994496,6.875,17.08248048,0,2.527,250000,2,135.4606245
1192,15,135.918,0.420367094,6.875,17.08244729,0,1.119,250000,3,135.5124943
1193,15,135.367,15.71772608,6.875,17.03603192,0,3.324,500000,3,135.900553
1194,15,135.978,6.411244003,6.875,17.02830928,0,0.585,342000,3,135.8605163
1195,15,139.557,10.92847116,6.875,17.00587039,0,4.267,340000,3,137.1152996
1196,16,114.348,13.67437901,7.5,6.417386869,0,1.689,4000,4,113.108926
1197,16,114.348,0.038974148,7.5,6.417386588,0,11.551,4000,4,113.108926
